NOC;Edition;Sport;Bronze;Gold;Silver
KEN;1984;Athletics;1;1;
KEN;1968;Boxing;1;;
KEN;1968;Athletics;1;3;4
KEN;1964;Athletics;1;;
EUN;1992;Wrestling;5;6;5
EUN;1992;Gymnastics;5;10;5
EUN;1992;Athletics;3;7;11
EUN;1992;Aquatics;3;6;5
EUN;1992;Tennis;2;;
EUN;1992;Judo;2;2;
EUN;1992;Fencing;2;1;2
EUN;1992;Archery;2;;
EUN;1992;Shooting;1;5;2
EUN;1992;Rowing;1;;
EUN;1992;Modern Pentathlon;1;;1
EUN;1992;Handball;1;1;
EUN;1992;Boxing;1;;1
EUN;1992;Weightlifting;;5;4
EUN;1992;Volleyball;;;1
EUN;1992;Canoe / Kayak;;1;1
EUN;1992;Basketball;;1;
ARG;2008;Sailing;1;;
ARG;2008;Judo;1;;
ARG;2008;Hockey;1;;
ARG;2008;Basketball;1;;
ARG;2008;Football;;1;
ARG;2008;Cycling;;1;
ARG;2004;Tennis;1;;
ARG;2004;Sailing;1;;
ARG;2004;Hockey;1;;
ARG;2004;Aquatics;1;;
ARG;2004;Football;;1;
ARG;2004;Basketball;;1;
ARG;1936;Boxing;2;1;1
ARG;1936;Rowing;1;;
ARG;1936;Polo;;1;
ARG;1936;Aquatics;;;1
ARG;2012;Tennis;1;;
ARG;2012;Sailing;1;;
ARG;2012;Taekwondo;;1;
ARG;2012;Field hockey;;;1
ARG;2000;Sailing;2;;1
ARG;2000;Hockey;;;1
ARG;1968;Rowing;1;;
ARG;1968;Boxing;1;;
ARG;1952;Weightlifting;1;;
ARG;1952;Boxing;1;;1
ARG;1952;Rowing;;1;
ARG;1952;Athletics;;;1
ARG;1924;Boxing;2;;2
ARG;1924;Polo;;1;
ARG;1924;Athletics;;;1
ARG;1996;Boxing;1;;
ARG;1996;Sailing;;;1
ARG;1996;Football;;;1
ARG;1992;Tennis;1;;
ARG;1988;Volleyball;1;;
ARG;1988;Tennis;;;1
ARG;1960;Boxing;1;;
ARG;1960;Sailing;;;1
ARG;1956;Boxing;1;;
ARG;1956;Weightlifting;;;1
ARG;1948;Boxing;1;2;
ARG;1948;Shooting;;;1
ARG;1948;Sailing;;;1
ARG;1948;Athletics;;1;1
ARG;1928;Fencing;1;;
ARG;1928;Football;;;1
ARG;1928;Boxing;;2;2
ARG;1928;Aquatics;;1;
ARG;1972;Rowing;;;1
ARG;1964;Equestrian;;;1
ARG;1932;Boxing;;2;1
ARG;1932;Athletics;;1;
RSA;1956;Boxing;2;;
RSA;1956;Cycling;1;;
RSA;1956;Aquatics;1;;
RSA;1952;Boxing;3;;1
RSA;1952;Cycling;1;;2
RSA;1952;Athletics;;1;1
RSA;1952;Aquatics;;1;
RSA;2000;Athletics;2;;1
RSA;2000;Aquatics;1;;1
RSA;1932;Boxing;1;2;
RSA;1932;Athletics;1;;
RSA;1932;Aquatics;1;;
RSA;1920;Tennis;1;1;
RSA;1920;Cycling;1;;2
RSA;1920;Athletics;1;1;1
RSA;1920;Shooting;;;1
RSA;1920;Boxing;;1;
RSA;2004;Rowing;1;;
RSA;2004;Aquatics;1;1;1
RSA;2004;Athletics;;;2
RSA;1960;Boxing;1;;1
RSA;1960;Athletics;1;;
RSA;1928;Boxing;1;;
RSA;1928;Aquatics;1;;
RSA;1928;Athletics;;1;
RSA;2012;Canoe / Kayak;1;;
RSA;2012;Rowing;;1;
RSA;2012;Athletics;;;1
RSA;2012;Aquatics;;2;1
RSA;1996;Aquatics;1;2;
RSA;1996;Athletics;;1;1
RSA;1948;Boxing;1;2;1
RSA;1924;Athletics;1;;1
RSA;1924;Boxing;;1;
RSA;2008;Athletics;;;1
RSA;1992;Tennis;;;1
RSA;1992;Athletics;;;1
RSA;1936;Boxing;;;1
RSA;1912;Tennis;;2;1
RSA;1912;Cycling;;1;
RSA;1912;Athletics;;1;1
RSA;1908;Athletics;;1;1
MEX;2000;Taekwondo;1;;
MEX;2000;Boxing;1;;
MEX;2000;Athletics;1;;1
MEX;2000;Weightlifting;;1;
MEX;2000;Aquatics;;;1
MEX;1980;Equestrian;3;;
MEX;1980;Aquatics;;;1
MEX;1968;Boxing;2;2;
MEX;1968;Aquatics;1;1;1
MEX;1968;Fencing;;;1
MEX;1968;Athletics;;;1
MEX;1936;Polo;1;;
MEX;1936;Boxing;1;;
MEX;1936;Basketball;1;;
MEX;2012;Archery;1;;1
MEX;2012;Aquatics;1;;2
MEX;2012;Football;;1;
MEX;1988;Boxing;1;;
MEX;1988;Aquatics;1;;
MEX;1948;Equestrian;1;2;1
MEX;1948;Aquatics;1;;
MEX;2008;Aquatics;1;;
MEX;2008;Taekwondo;;2;
MEX;2004;Taekwondo;1;;1
MEX;2004;Cycling;;;1
MEX;2004;Athletics;;;1
MEX;1996;Athletics;1;;
MEX;1984;Cycling;1;;
MEX;1984;Wrestling;;;1
MEX;1984;Boxing;;;1
MEX;1984;Athletics;;2;1
MEX;1976;Boxing;1;;
MEX;1976;Athletics;;1;
MEX;1964;Boxing;1;;
MEX;1960;Aquatics;1;;
MEX;1956;Aquatics;1;1;
MEX;1992;Athletics;;;1
MEX;1972;Boxing;;;1
MEX;1952;Aquatics;;;1
MEX;1932;Shooting;;;1
MEX;1932;Boxing;;;1
IRI;1952;Wrestling;3;;2
IRI;1952;Weightlifting;1;;1
IRI;2012;Wrestling;2;3;1
IRI;2012;Weightlifting;1;1;2
IRI;2012;Taekwondo;;;1
IRI;2012;Athletics;;;1
IRI;1960;Wrestling;2;;1
IRI;1960;Weightlifting;1;;
IRI;2004;Wrestling;1;;2
IRI;2004;Taekwondo;1;1;
IRI;2004;Weightlifting;;1;
IRI;1992;Wrestling;2;;1
IRI;1968;Wrestling;2;1;
IRI;1968;Weightlifting;;1;1
IRI;1964;Wrestling;2;;
IRI;2008;Wrestling;1;;
IRI;2008;Taekwondo;;1;
IRI;2000;Taekwondo;1;;
IRI;2000;Wrestling;;1;
IRI;2000;Weightlifting;;2;
IRI;1996;Wrestling;1;1;1
IRI;1976;Weightlifting;1;;
IRI;1976;Wrestling;;;1
IRI;1972;Wrestling;1;;1
IRI;1972;Weightlifting;;;1
IRI;1956;Weightlifting;1;;
IRI;1956;Wrestling;;2;2
IRI;1948;Weightlifting;1;;
IRI;1988;Wrestling;;;1
TUR;2004;Wrestling;2;;1
TUR;2004;Weightlifting;1;3;
TUR;2004;Athletics;1;;
TUR;2004;Taekwondo;;;1
TUR;2004;Boxing;;;1
TUR;2008;Wrestling;1;1;
TUR;2008;Taekwondo;1;;1
TUR;2008;Boxing;1;;
TUR;2008;Weightlifting;;;1
TUR;2008;Athletics;;;2
TUR;1984;Boxing;2;;
TUR;1984;Wrestling;1;;
TUR;2000;Wrestling;1;1;
TUR;2000;Taekwondo;1;;
TUR;2000;Weightlifting;;1;
TUR;2000;Judo;;1;
TUR;1992;Wrestling;1;1;2
TUR;1992;Judo;1;;
TUR;1992;Weightlifting;;1;
TUR;1956;Wrestling;2;3;2
TUR;1948;Wrestling;1;6;4
TUR;1948;Athletics;1;;
TUR;1996;Wrestling;1;2;
TUR;1996;Weightlifting;;2;
TUR;1996;Boxing;;;1
TUR;1964;Wrestling;1;2;3
TUR;1952;Wrestling;1;2;
TUR;1936;Wrestling;1;1;
TUR;2012;Taekwondo;;1;1
TUR;2012;Athletics;;1;1
TUR;1988;Wrestling;;;1
TUR;1988;Weightlifting;;1;
TUR;1972;Wrestling;;;1
TUR;1968;Wrestling;;2;
TUR;1960;Wrestling;;7;2
PRK;1992;Table Tennis;2;;
PRK;1992;Wrestling;1;2;
PRK;1992;Weightlifting;1;;
PRK;1992;Boxing;1;1;
PRK;1992;Gymnastics;;1;
PRK;2008;Judo;2;;1
PRK;2008;Weightlifting;1;1;
PRK;2008;Gymnastics;;1;
PRK;2000;Wrestling;1;;
PRK;2000;Judo;1;;
PRK;2000;Boxing;1;;
PRK;2000;Weightlifting;;;1
PRK;1972;Wrestling;1;;
PRK;1972;Volleyball;1;;
PRK;1972;Judo;1;;
PRK;1972;Shooting;;1;
PRK;1972;Boxing;;;1
PRK;2012;Wrestling;1;;
PRK;2012;Weightlifting;1;3;
PRK;2012;Judo;;1;
PRK;1996;Wrestling;1;1;
PRK;1996;Weightlifting;1;;1
PRK;1996;Judo;;1;
PRK;1980;Weightlifting;1;;1
PRK;1980;Boxing;1;;
PRK;1980;Wrestling;;;2
PRK;2004;Shooting;1;;
PRK;2004;Weightlifting;;;1
PRK;2004;Table Tennis;;;1
PRK;2004;Judo;;;1
PRK;2004;Boxing;;;1
PRK;1976;Boxing;;1;1
JAM;2012;Athletics;4;4;4
JAM;2000;Athletics;4;;5
JAM;1980;Athletics;2;;
JAM;1980;Cycling;1;;
JAM;2008;Athletics;2;6;3
JAM;2004;Athletics;2;2;1
JAM;1996;Athletics;2;1;3
JAM;1984;Athletics;2;;1
JAM;1992;Athletics;1;;3
JAM;1972;Athletics;1;;
JAM;1988;Athletics;;;2
JAM;1976;Athletics;;1;1
JAM;1968;Athletics;;;1
JAM;1952;Athletics;;2;3
JAM;1948;Athletics;;1;2
ETH;2012;Athletics;3;3;1
ETH;2000;Athletics;3;4;1
ETH;2008;Athletics;2;4;1
ETH;2004;Athletics;2;2;3
ETH;1992;Athletics;2;1;
ETH;1980;Athletics;2;2;
ETH;1972;Athletics;2;;
ETH;1996;Athletics;1;2;
ETH;1968;Athletics;;1;1
ETH;1964;Athletics;;1;
ETH;1960;Athletics;;1;
KAZ;2008;Wrestling;4;;1
KAZ;2008;Weightlifting;1;1;2
KAZ;2008;Taekwondo;1;;
KAZ;2008;Boxing;1;1;
KAZ;2008;Judo;;;1
KAZ;1996;Boxing;2;1;1
KAZ;1996;Wrestling;1;1;
KAZ;1996;Shooting;1;;2
KAZ;1996;Weightlifting;;;1
KAZ;1996;Modern Pentathlon;;1;
KAZ;2004;Wrestling;1;;2
KAZ;2004;Boxing;1;1;1
KAZ;2004;Athletics;1;;
KAZ;2004;Weightlifting;;;1
KAZ;2012;Wrestling;2;;
KAZ;2012;Weightlifting;;4;
KAZ;2012;Cycling;;1;
KAZ;2012;Boxing;;1;1
KAZ;2012;Athletics;;1;
KAZ;2000;Wrestling;;;1
KAZ;2000;Cycling;;;1
KAZ;2000;Boxing;;2;2
KAZ;2000;Athletics;;1;
EST;1924;Weightlifting;2;;1
EST;1924;Wrestling;1;1;
EST;1924;Athletics;1;;
EST;1936;Wrestling;2;2;1
EST;1936;Weightlifting;1;;
EST;1936;Boxing;;;1
EST;2004;Judo;1;;
EST;2004;Athletics;1;;
EST;2004;Rowing;;;1
EST;2000;Judo;2;;
EST;2000;Athletics;;1;
EST;1928;Wrestling;1;2;
EST;1928;Sailing;1;;
EST;1928;Weightlifting;;;1
EST;2012;Athletics;1;;
EST;2012;Wrestling;;;1
EST;1992;Sailing;1;;
EST;1992;Cycling;;1;
EST;2008;Rowing;;;1
EST;2008;Athletics;;1;
EST;1920;Weightlifting;;1;1
EST;1920;Athletics;;;1
AZE;2012;Wrestling;3;2;2
AZE;2012;Boxing;2;;
AZE;2012;Weightlifting;1;;
AZE;2008;Wrestling;2;;2
AZE;2008;Judo;1;1;
AZE;2008;Boxing;1;;
AZE;2004;Shooting;2;;
AZE;2004;Boxing;2;;
AZE;2004;Wrestling;;1;
AZE;2000;Boxing;1;;
AZE;2000;Wrestling;;1;
AZE;2000;Shooting;;1;
AZE;1996;Wrestling;;;1
CZE;2004;Shooting;1;;1
CZE;2004;Modern Pentathlon;1;;
CZE;2004;Canoe / Kayak;1;;
CZE;2004;Athletics;1;1;
CZE;2004;Sailing;;;1
CZE;2004;Rowing;;;1
CZE;1996;Athletics;2;1;
CZE;1996;Tennis;1;;1
CZE;1996;Shooting;1;;
CZE;1996;Canoe / Kayak;;3;2
CZE;2012;Shooting;1;;
CZE;2012;Canoe / Kayak;1;;1
CZE;2012;Athletics;1;1;
CZE;2012;Tennis;;;1
CZE;2012;Rowing;;1;1
CZE;2012;Modern Pentathlon;;1;
CZE;2012;Cycling;;1;
CZE;2000;Triathlon;1;;
CZE;2000;Shooting;1;;1
CZE;2000;Canoe / Kayak;1;1;
CZE;2000;Boxing;;;1
CZE;2000;Athletics;;1;1
CZE;2008;Shooting;;2;1
CZE;2008;Rowing;;;1
CZE;2008;Canoe / Kayak;;;1
CZE;2008;Athletics;;1;
NGR;2008;Athletics;2;;
NGR;2008;Taekwondo;1;;
NGR;2008;Football;;;1
NGR;1996;Athletics;2;1;1
NGR;1996;Boxing;1;;
NGR;1996;Football;;1;
NGR;2004;Athletics;2;;
NGR;1992;Athletics;1;;1
NGR;1992;Boxing;;;2
NGR;1984;Athletics;1;;
NGR;1984;Boxing;;;1
NGR;1972;Boxing;1;;
NGR;1964;Boxing;1;;
NGR;2000;Weightlifting;;;1
NGR;2000;Athletics;;;2
MGL;1968;Wrestling;3;;1
MGL;2012;Wrestling;1;;
MGL;2012;Judo;1;;1
MGL;2012;Boxing;;;1
MGL;1992;Shooting;1;;
MGL;1992;Boxing;1;;
MGL;1980;Wrestling;1;;1
MGL;1980;Judo;1;;1
MGL;2004;Judo;1;;
MGL;1996;Judo;1;;
MGL;1988;Boxing;1;;
MGL;2008;Shooting;;;1
MGL;2008;Judo;;1;
MGL;2008;Boxing;;1;1
MGL;1976;Wrestling;;;1
MGL;1972;Wrestling;;;1
TRI;2012;Athletics;3;1;
TRI;1996;Athletics;2;;
TRI;1964;Athletics;2;;1
TRI;1952;Weightlifting;2;;
TRI;2004;Aquatics;1;;
TRI;2000;Athletics;1;;1
TRI;2008;Athletics;;;2
TRI;1976;Athletics;;1;
TRI;1948;Weightlifting;;;1
TPE;2008;Weightlifting;2;;
TPE;2008;Taekwondo;2;;
TPE;2000;Taekwondo;2;;
TPE;2000;Weightlifting;1;;1
TPE;2000;Table Tennis;1;;
TPE;2004;Archery;1;;1
TPE;2004;Taekwondo;;2;1
TPE;1984;Weightlifting;1;;
TPE;1968;Athletics;1;;
TPE;2012;Weightlifting;;;1
TPE;1996;Table Tennis;;;1
TPE;1992;Baseball;;;1
TPE;1960;Athletics;;;1
THA;2004;Weightlifting;2;2;
THA;2004;Taekwondo;1;;
THA;2004;Boxing;1;1;1
THA;2000;Weightlifting;1;;
THA;2000;Boxing;1;1;
THA;2012;Taekwondo;1;;
THA;2012;Weightlifting;;;1
THA;2012;Boxing;;;1
THA;1996;Boxing;1;1;
THA;1992;Boxing;1;;
THA;1988;Boxing;1;;
THA;1976;Boxing;1;;
THA;2008;Weightlifting;;1;
THA;2008;Taekwondo;;;1
THA;2008;Boxing;;1;1
THA;1984;Boxing;;;1
MAR;2000;Athletics;3;;1
MAR;2000;Boxing;1;;
MAR;1996;Athletics;2;;
MAR;1988;Boxing;1;;
MAR;1988;Athletics;1;1;
MAR;2012;Athletics;1;;
MAR;2008;Athletics;1;;1
MAR;1992;Boxing;1;;
MAR;1992;Athletics;;1;1
MAR;2004;Athletics;;2;1
MAR;1984;Athletics;;2;
MAR;1960;Athletics;;;1
INA;2008;Weightlifting;2;;
INA;2008;Badminton;1;1;1
INA;2004;Badminton;2;1;
INA;2004;Weightlifting;;;1
INA;2000;Weightlifting;2;;1
INA;2000;Badminton;;1;2
INA;1996;Badminton;2;1;1
INA;2012;Weightlifting;1;;1
INA;1992;Badminton;1;2;2
INA;1988;Archery;;;1
GEO;2000;Wrestling;3;;
GEO;2000;Weightlifting;1;;
GEO;2000;Judo;1;;
GEO;2000;Boxing;1;;
GEO;2008;Wrestling;2;2;
GEO;2008;Shooting;1;;
GEO;2008;Judo;;1;
GEO;1996;Wrestling;1;;
GEO;1996;Judo;1;;
GEO;2012;Wrestling;;;3
GEO;2012;Judo;;1;
GEO;2004;Wrestling;;;1
GEO;2004;Weightlifting;;1;
GEO;2004;Judo;;1;1
POR;2000;Judo;1;;
POR;2000;Athletics;1;;
POR;1984;Athletics;2;1;
POR;2004;Athletics;1;;1
POR;2004;Cycling;;;1
POR;1996;Sailing;1;;
POR;1996;Athletics;;1;
POR;1952;Sailing;1;;
POR;1948;Equestrian;1;;
POR;1948;Sailing;;;1
POR;1936;Equestrian;1;;
POR;1924;Equestrian;1;;
POR;2012;Canoe / Kayak;;;1
POR;2008;Triathlon;;;1
POR;2008;Athletics;;1;
POR;1988;Athletics;;1;
POR;1976;Shooting;;;1
POR;1976;Athletics;;;1
POR;1960;Sailing;;;1
IRL;1956;Boxing;3;;1
IRL;1956;Athletics;;1;
IRL;2012;Equestrian;1;;
IRL;2012;Boxing;1;1;1
IRL;2008;Boxing;2;;1
IRL;1996;Aquatics;1;3;
IRL;1980;Boxing;1;;
IRL;1980;Sailing;;;1
IRL;1964;Boxing;1;;
IRL;2000;Athletics;;;1
IRL;1992;Boxing;;1;1
IRL;1984;Athletics;;;1
IRL;1952;Boxing;;;1
IRL;1932;Athletics;;2;
IRL;1928;Athletics;;1;
IND;2012;Wrestling;1;;1
IND;2012;Shooting;1;;1
IND;2012;Badminton;1;;
IND;2008;Wrestling;1;;
IND;2008;Boxing;1;;
IND;2008;Shooting;;1;
IND;2000;Weightlifting;1;;
IND;1996;Tennis;1;;
IND;1972;Hockey;1;;
IND;1968;Hockey;1;;
IND;1952;Wrestling;1;;
IND;1952;Hockey;;1;
IND;2004;Shooting;;;1
IND;1980;Hockey;;1;
IND;1964;Hockey;;1;
IND;1960;Hockey;;;1
IND;1956;Hockey;;1;
IND;1948;Hockey;;1;
IND;1936;Hockey;;1;
IND;1932;Hockey;;1;
IND;1928;Hockey;;1;
IND;1900;Athletics;;;2
EGY;2004;Boxing;2;;1
EGY;2004;Taekwondo;1;;
EGY;2004;Wrestling;;1;
EGY;1936;Weightlifting;2;2;1
EGY;2008;Judo;1;;
EGY;1960;Boxing;1;;
EGY;1960;Wrestling;;;1
EGY;1952;Wrestling;1;;
EGY;1948;Wrestling;1;;1
EGY;1948;Weightlifting;;2;1
EGY;1928;Aquatics;1;;1
EGY;1928;Wrestling;;1;
EGY;1928;Weightlifting;;1;
EGY;2012;Wrestling;;;1
EGY;2012;Fencing;;;1
EGY;1984;Judo;;;1
UZB;2008;Gymnastics;2;;
UZB;2008;Judo;1;;1
UZB;2008;Wrestling;;1;1
UZB;2004;Boxing;2;;
UZB;2004;Wrestling;;2;1
UZB;2000;Boxing;2;1;
UZB;2000;Wrestling;;;1
UZB;2012;Boxing;1;;
UZB;2012;Wrestling;;1;
UZB;1996;Boxing;1;;
UZB;1996;Judo;;;1
SLO;2004;Sailing;1;;
SLO;2004;Judo;1;;
SLO;2004;Athletics;1;;
SLO;2004;Rowing;;;1
SLO;2012;Shooting;1;;
SLO;2012;Rowing;1;;
SLO;2012;Judo;;1;
SLO;2012;Athletics;;;1
SLO;2008;Shooting;1;;
SLO;2008;Judo;1;;
SLO;2008;Sailing;;;1
SLO;2008;Athletics;;1;
SLO;2008;Aquatics;;;1
SLO;1992;Rowing;2;;
SLO;2000;Shooting;;1;
SLO;2000;Rowing;;1;
SLO;1996;Canoe / Kayak;;;1
SLO;1996;Athletics;;;1
LTU;2008;Wrestling;1;;
LTU;2008;Modern Pentathlon;1;;1
LTU;2008;Athletics;1;;
LTU;2008;Sailing;;;1
LTU;2000;Rowing;1;;
LTU;2000;Cycling;1;;
LTU;2000;Basketball;1;;
LTU;2000;Shooting;;1;
LTU;2000;Athletics;;1;
LTU;2012;Boxing;1;;
LTU;2012;Modern Pentathlon;;1;
LTU;2012;Canoe / Kayak;;;1
LTU;2012;Aquatics;;1;
LTU;1996;Basketball;1;;
LTU;1992;Basketball;1;;
LTU;1992;Athletics;;1;
LTU;2004;Modern Pentathlon;;;1
LTU;2004;Athletics;;1;1
CRO;2008;Taekwondo;2;;
CRO;2008;Shooting;1;;
CRO;2008;Gymnastics;;;1
CRO;2008;Athletics;;;1
CRO;2004;Weightlifting;1;;
CRO;2004;Tennis;1;;
CRO;2004;Rowing;;;1
CRO;2004;Handball;;1;
CRO;2004;Aquatics;;;1
CRO;1992;Tennis;2;;
CRO;1992;Basketball;;;1
CRO;2012;Handball;1;;
CRO;2012;Shooting;;1;
CRO;2012;Rowing;;;1
CRO;2012;Athletics;;1;
CRO;2012;Aquatics;;1;
CRO;2000;Rowing;1;;
CRO;2000;Weightlifting;;1;
CRO;1996;Handball;;1;
CRO;1996;Aquatics;;;1
COL;2012;Judo;1;;
COL;2012;BMX;1;1;
COL;2012;Weightlifting;;;1
COL;2012;Cycling;;;1
COL;2012;Athletics;;;1
COL;2004;Weightlifting;1;;
COL;2004;Cycling;1;;
COL;1972;Boxing;2;;
COL;1972;Shooting;;;1
COL;2008;Wrestling;1;;
COL;2008;Weightlifting;;;1
COL;1992;Athletics;1;;
COL;1988;Boxing;1;;
COL;2000;Weightlifting;;1;
COL;1984;Shooting;;;1
ARM;2008;Weightlifting;3;;
ARM;2008;Wrestling;2;;
ARM;2008;Boxing;1;;
ARM;2012;Wrestling;1;;1
ARM;2012;Weightlifting;1;;
ARM;2000;Weightlifting;1;;
ARM;1996;Wrestling;;1;1
VEN;1984;Boxing;2;;
VEN;1984;Aquatics;1;;
VEN;2004;Weightlifting;1;;
VEN;2004;Taekwondo;1;;
VEN;2008;Taekwondo;1;;
VEN;1960;Shooting;1;;
VEN;1952;Athletics;1;;
VEN;2012;Fencing;;1;
VEN;1980;Boxing;;;1
VEN;1976;Boxing;;;1
VEN;1968;Boxing;;1;
SVK;2012;Canoe / Kayak;2;;
SVK;2012;Shooting;1;;1
SVK;2004;Shooting;1;;
SVK;2004;Canoe / Kayak;1;2;1
SVK;2004;Judo;;;1
SVK;2008;Wrestling;1;;
SVK;2008;Shooting;;;1
SVK;2008;Canoe / Kayak;;3;1
SVK;2000;Canoe / Kayak;1;1;1
SVK;2000;Aquatics;;;2
SVK;1996;Shooting;1;;
SVK;1996;Canoe / Kayak;;1;1
ALG;2000;Athletics;2;1;1
ALG;2000;Boxing;1;;
ALG;1984;Boxing;2;;
ALG;2008;Judo;1;;1
ALG;1996;Boxing;1;1;
ALG;1996;Athletics;;1;
ALG;1992;Boxing;1;;
ALG;1992;Athletics;;1;
ALG;2012;Athletics;;1;
PHI;1932;Boxing;1;;
PHI;1932;Athletics;1;;
PHI;1932;Aquatics;1;;
PHI;1992;Boxing;1;;
PHI;1988;Boxing;1;;
PHI;1936;Athletics;1;;
PHI;1928;Aquatics;1;;
PHI;1996;Boxing;;;1
PHI;1964;Boxing;;;1
URU;1952;Rowing;1;;
URU;1952;Basketball;1;;
URU;1964;Boxing;1;;
URU;1956;Basketball;1;;
URU;1948;Rowing;1;;1
URU;1932;Rowing;1;;
URU;2000;Cycling;;;1
URU;1928;Football;;1;
URU;1924;Football;;1;
PUR;2012;Athletics;1;;
PUR;2012;Wrestling;;;1
PUR;1996;Boxing;1;;
PUR;1992;Boxing;1;;
PUR;1984;Boxing;1;;1
PUR;1976;Boxing;1;;
PUR;1948;Boxing;1;;
MDA;2012;Weightlifting;2;;
MDA;2008;Boxing;1;;
MDA;2000;Boxing;1;;
MDA;2000;Shooting;;;1
MDA;1996;Wrestling;1;;
MDA;1996;Canoe / Kayak;;;1
LAT;2012;Volleyball;1;;
LAT;2012;BMX;;1;
LAT;2008;Weightlifting;1;;
LAT;2008;Cycling;;1;
LAT;2008;Athletics;;;1
LAT;2000;Judo;1;;
LAT;2000;Gymnastics;;1;
LAT;2000;Athletics;;;1
LAT;1992;Cycling;1;;
LAT;1992;Shooting;;;1
LAT;1992;Canoe / Kayak;;;1
LAT;1936;Athletics;1;;
LAT;1936;Wrestling;;;1
LAT;2004;Weightlifting;;;1
LAT;2004;Modern Pentathlon;;;1
LAT;2004;Gymnastics;;;1
LAT;2004;Athletics;;;1
LAT;1996;Canoe / Kayak;;;1
LAT;1932;Athletics;;;1
ISR;2008;Sailing;1;;
ISR;2004;Judo;1;;
ISR;2004;Sailing;;1;
ISR;2000;Canoe / Kayak;1;;
ISR;1996;Sailing;1;;
ISR;1992;Judo;1;;1
ANZ;1912;Aquatics;2;2;2
ANZ;1912;Tennis;1;;
ANZ;1908;Athletics;1;;
ANZ;1908;Aquatics;1;;1
ANZ;1908;Rugby;;1;
ANZ;1908;Boxing;;;1
ZZX;1900;Tennis;2;;2
ZZX;1900;Polo;1;1;1
ZZX;1900;Tug of War;;1;
ZZX;1900;Rowing;;1;
ZZX;1900;Athletics;;1;
ZZX;1896;Tennis;1;1;1
ZZX;1904;Fencing;;1;
ZZX;1904;Athletics;;;1
TUN;2012;Aquatics;1;1;
TUN;2012;Athletics;;;1
TUN;1996;Boxing;1;;
TUN;1968;Athletics;1;1;
TUN;1964;Boxing;1;;
TUN;1964;Athletics;;;1
TUN;2008;Aquatics;;1;
TUN;1972;Athletics;;;1
QAT;2012;Shooting;1;;
QAT;2012;Athletics;1;;
QAT;2000;Weightlifting;1;;
QAT;1992;Athletics;1;;
PAK;1992;Hockey;1;;
PAK;1988;Boxing;1;;
PAK;1976;Hockey;1;;
PAK;1960;Wrestling;1;;
PAK;1960;Hockey;;1;
PAK;1984;Hockey;;1;
PAK;1972;Hockey;;;1
PAK;1968;Hockey;;1;
PAK;1964;Hockey;;;1
PAK;1956;Hockey;;;1
CHI;1956;Boxing;2;;1
CHI;1956;Athletics;;;1
CHI;2004;Tennis;1;2;
CHI;2000;Football;1;;
CHI;2008;Tennis;;;1
CHI;1988;Shooting;;;1
CHI;1952;Equestrian;;;2
CHI;1928;Athletics;;;1
BAH;2008;Athletics;1;;1
BAH;2004;Athletics;1;1;
BAH;1992;Athletics;1;;
BAH;1956;Sailing;1;;
BAH;2012;Athletics;;1;
BAH;2000;Athletics;;2;
BAH;1996;Athletics;;;1
BAH;1964;Sailing;;1;
SRB;2008;Tennis;1;;
SRB;2008;Aquatics;1;;1
SRB;2012;Aquatics;1;;
RU1;1912;Shooting;1;;1
RU1;1912;Sailing;1;;
RU1;1912;Rowing;1;;
RU1;1912;Wrestling;;;1
RU1;1908;Wrestling;;;2
RU1;1908;Skating;;1;
MAS;2012;Aquatics;1;;
MAS;2012;Badminton;;;1
MAS;1996;Badminton;1;;1
MAS;1992;Badminton;1;;
MAS;2008;Badminton;;;1
GHA;1992;Football;1;;
GHA;1972;Boxing;1;;
GHA;1964;Boxing;1;;
GHA;1960;Boxing;;;1
BOH;1908;Fencing;2;;
BOH;1900;Tennis;1;;
BOH;1900;Athletics;;;1
UGA;1996;Athletics;1;;
UGA;1968;Boxing;1;;1
UGA;2012;Athletics;;1;
UGA;1980;Boxing;;;1
UGA;1972;Boxing;;;1
UGA;1972;Athletics;;1;
SIN;2012;Table Tennis;2;;
SIN;2008;Table Tennis;;;1
SIN;1960;Weightlifting;;;1
ROM;2012;Weightlifting;1;;1
ROM;2012;Gymnastics;1;1;1
ROM;2012;Shooting;;1;
ROM;2012;Judo;;;2
PAN;1948;Athletics;2;;
PAN;2008;Athletics;;1;
LIB;1980;Wrestling;1;;
LIB;1952;Wrestling;1;;1
LIB;1972;Weightlifting;;;1
KUW;2012;Shooting;1;;
KUW;2000;Shooting;1;;
KSA;2012;Equestrian;1;;
KSA;2000;Equestrian;1;;
KSA;2000;Athletics;;;1
KGZ;2008;Wrestling;1;;1
KGZ;2000;Judo;1;;
ISL;2000;Athletics;1;;
ISL;1984;Judo;1;;
ISL;2008;Handball;;;1
ISL;1956;Athletics;;;1
IOP;1992;Shooting;2;;1
CRC;2000;Aquatics;2;;
CRC;1996;Aquatics;;1;
CRC;1988;Aquatics;;;1
BWI;1960;Athletics;2;;
ZIM;2004;Aquatics;1;1;1
ZIM;2008;Aquatics;;1;3
ZIM;1980;Hockey;;1;
ZAM;1984;Boxing;1;;
ZAM;1996;Athletics;;;1
TOG;2008;Canoe / Kayak;1;;
TJK;2008;Judo;1;;
TJK;2008;Wrestling;;;1
SYR;2004;Boxing;1;;
